BUSINESSNAME,ISSDTTM,EXPDTTM,LICCAT,CAPACITY,STNO,Address,Location,Lat,Long,geometry,neighborhood
"MONDAY MORNING, INC",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,200,1937,  Beacon ST,"(42.335909, -71.149245)",42.3359182,-71.1492734,POINT (-71.1492734 42.3359182),Brighton
"CUSINIERS, INC.",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,117,439, Tremont St,"(0.0, 0.0)",42.3468371,-71.06913979999999,POINT (-71.06913979999999 42.3468371),South End
"MASONA, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,48,4,  Corey ST,"(0.0, 0.0)",42.3785428125,-71.0561301875,POINT (-71.0561301875 42.3785428125),Charlestown
MASSACHUSETTS CONVENTION CENTER AUTHORITY,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,25000,415, Summer St,"(42.344449, -71.044821)",42.347339337055345,-71.04448519024899,POINT (-71.04448519024899 42.34733933705535),South Boston Waterfront
"MASSIMINO'S CUCINA ITALIANA,INC.",11/20/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,48,205,  Endicott ST,"(42.36652, -71.05788)",42.36644705452033,-71.05785024361627,POINT (-71.05785024361627 42.36644705452033),North End
"45 PROVINCE RESTAURANT, LLC",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,120,45, Province St,"(42.357037, -71.06017)",42.357051,-71.060062,POINT (-71.060062 42.357051),Downtown
LINDA C. LODDO,11/20/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,73,364,  Hanover ST,"(42.365393, -71.053271)",42.365389015459975,-71.05311253955162,POINT (-71.05311253955162 42.36538901545998),North End
"154 Maverick, LLC",03/31/2015 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc Restr,24,154,  Maverick ST,"(42.369908, -71.037913)",42.3698625,-71.037979,POINT (-71.03797900000001 42.3698625),East Boston
"RAW RESTAURANT GROUP, LLC",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,224,1, Faneuil Hall Marketplace ,"(0.0, 0.0)",42.36005485,-71.05460485041264,POINT (-71.05460485041264 42.36005485),Downtown
"MAX BRENNER BOYLSTON, INC.",11/18/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,143,745, Boylston St,"(42.349421, -71.080611)",42.349388700000006,-71.0808179,POINT (-71.0808179 42.34938870000001),Back Bay
MCCORMICK & SCHMICK RESTAURANT CORP.,11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,296,300,  Faneuil Hall Marketplace  ,"(0.0, 0.0)",42.36005485,-71.05460485041264,POINT (-71.05460485041264 42.36005485),Downtown
"GEORGE ASSOCIATES, INC.",11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,180,197,  Portland ST,"(0.0, 0.0)",42.3644568,-71.06175440000001,POINT (-71.06175440000001 42.3644568),West End
JAKE INC.,11/14/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,318,911, Boylston St,"(0.0, 0.0)",42.348395000000004,-71.0842934,POINT (-71.08429340000001 42.348395),Back Bay
ARANGO CORPORATION,11/15/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,91,411,  Chelsea ST,"(42.379899, -71.026814)",42.38028216943796,-71.02684516719131,POINT (-71.02684516719131 42.38028216943796),East Boston
"MEI MEI RESTAURANT, INC.",11/30/2015 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,38,506,  Park DR,"(0.0, 0.0)",42.347569299999996,-71.10589379999999,POINT (-71.10589379999999 42.3475693),Fenway
MERENGUE CORP.,11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,90,156,  Blue Hill AV,"(42.319179, -71.077549)",42.3048452,-71.0848265,POINT (-71.08482650000001 42.3048452),Roxbury
NEW APPLETON LLC,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,159,1,  Appleton ST,"(42.346725, -71.069653)",42.346669,-71.069289,POINT (-71.069289 42.346669),South End
"THE METROPOLITAN CLUB, INC.",11/19/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,268,279,  Dartmouth ST,"(0.0, 0.0)",42.3511905,-71.07757468193716,POINT (-71.07757468193716 42.3511905),Back Bay
"584 TREMONT, INC.",10/27/2015 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc Restr,40,584, Tremont St,"(0.0, 0.0)",42.34319875,-71.07289425,POINT (-71.07289425 42.34319875),South End
MFT CORP.,11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,68,25,  Prince ST,"(42.364563, -71.05416)",42.36459317241379,-71.05424803448274,POINT (-71.05424803448274 42.36459317241379),North End
"ALTAMIRA BANQUETS, LLC",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,149,964,  Saratoga ST,"(42.38717, -71.0086)",42.387158,-71.00824,POINT (-71.00824 42.387158),East Boston
"F&H, INC.",11/13/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,49,333, Border St,"(0.0, 0.0)",42.379100676470586,-71.03995735294117,POINT (-71.03995735294117 42.37910067647059),East Boston
TRAIF CORP.,11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,270,221,  Columbus AV,"(42.348248, -71.07269)",42.34822220454546,-71.07207986363636,POINT (-71.07207986363636 42.34822220454546),Bay Village
"DUNBOY, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,258,27,  Columbus AV,"(42.351143, -71.068949)",42.35129320833333,-71.068655375,POINT (-71.06865537500001 42.35129320833333),Downtown
"MODEL CAFETERIA, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,96,1,N Beacon ST,"(42.353825, -71.137595)",42.332132,-71.158552,POINT (-71.158552 42.332132),Brighton
"MODERN PASTRY, INC.",11/19/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,19,257,  Hanover ST,"(42.363247, -71.054762)",42.363285999999995,-71.05487,POINT (-71.05486999999999 42.363286),North End
"THE PENA-MENDOZA GROUP, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,150,48,  Winter ST,"(42.355863, -71.061898)",42.35590910000001,-71.06196556326434,POINT (-71.06196556326434 42.35590910000001),Downtown
"CARMEN CARTAGENA RIVERA, INDIVIDUAL",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,48,221,  Dudley ST,"(42.32837, -71.08064)",42.328425476796205,-71.08059522975203,POINT (-71.08059522975203 42.32842547679621),Roxbury
"MONICA'S, INC.",11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc Restr,98,143,  Richmond ST,"(0.0, 0.0)",42.363369,-71.054242,POINT (-71.054242 42.363369),North End
"MONICA'S MERCATO, INC.",11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,18,67, Prince St,"(0.0, 0.0)",42.36511527586207,-71.05515465517243,POINT (-71.05515465517243 42.36511527586207),North End
"BANGKOK HUT, INC.",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,118,63,  Stuart ST,"(0.0, 0.0)",42.35097458333333,-71.064747,POINT (-71.064747 42.35097458333333),Downtown
"MOOGY'S SANDWICH SHOP, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,76,154,  Chestnut Hill AV,"(42.341552, -71.154278)",42.341696,-71.15433383333334,POINT (-71.15433383333334 42.341696),Brighton
"MOONSHINE KITCHEN, LLC",11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,120,152,  Dorchester AV,"(0.0, 0.0)",42.3416821,-71.05688409999999,POINT (-71.05688409999999 42.3416821),South Boston
"MORTON'S OF CHICAGO/BOSTON SEAPORT, LLC",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,236,2,  Seaport LA,"(42.348928, -71.040843)",42.3502036,-71.0427412,POINT (-71.04274119999999 42.3502036),South Boston Waterfront
"MOTHER ANNA'S, INC.",11/12/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,73,211,  Hanover ST,"(42.362698, -71.055309)",42.3627119,-71.0553276,POINT (-71.0553276 42.3627119),North End
THE SOMERS CORPORATION,11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,99,77,  Broad ST,"(42.357643, -71.053639)",42.35766829999999,-71.0535739,POINT (-71.0535739 42.35766829999999),Downtown
"Mirch Ventures, Inc.",12/02/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,77,251, Massachusetts Av,"(0.0, 0.0)",42.3438676,-71.08637270000001,POINT (-71.08637270000001 42.3438676),Fenway
"KPC, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,65,837,  Summer ST,"(42.338006, -71.03568)",42.338893341463425,-71.03562443902439,POINT (-71.03562443902439 42.33889334146343),South Boston
MUSEUM OF FINE ARTS,11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,10630,465, Huntington Av,"(42.331977, -71.101647)",42.3394576,-71.0938964010892,POINT (-71.0938964010892 42.3394576),Fenway
"DAWA MD, INC.",11/20/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,97,92, Harvard Av,"(0.0, 0.0)",42.259659,-71.1227041903473,POINT (-71.12270419034731 42.259659),Hyde Park
"LEANY'S ENTERPRISE, INC.",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,179,1233,  Bennington ST,"(42.3899, -70.99673)",42.38987055,-70.99670575403705,POINT (-70.99670575403705 42.38987055),East Boston
ALASTY CORP.,11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,96,4187,  Washington ST,"(42.287388, -71.127396)",42.28760781818182,-71.12702281818181,POINT (-71.12702281818181 42.28760781818182),Roslindale
"NAVY YARD BISTRO, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,56,1,  First AV,"(42.372593, -71.057652)",42.3719314,-71.0513555621205,POINT (-71.05135556212051 42.3719314),Charlestown
"JIMMY JUMBO ENTERPRISES, LLC",11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,180,520,  Atlantic AV,"(0.0, 0.0)",42.3537855,-71.05282270000001,POINT (-71.05282270000001 42.3537855),Downtown
"ADARE, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,704,2201,  Faneuil Hall Market PL,"(0.0, 0.0)",42.36005485,-71.05460485041264,POINT (-71.05460485041264 42.36005485),Downtown
"NEPTUNE OYSTER, LLC",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,30,63,  Salem ST,"(42.36323, -71.05594)",42.363327000000005,-71.055914,POINT (-71.055914 42.36332700000001),North End
"NEW GOLDEN GATE, INC.",11/18/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,72,66,  Beach ST,"(42.351383, -71.060028)",42.35136792307692,-71.06009476923077,POINT (-71.06009476923077 42.35136792307692),Chinatown
ST ORIENTAL CORPORATION,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,74,5,  Hudson ST,"(42.350966, -71.060128)",42.35104447058824,-71.06005605882352,POINT (-71.06005605882352 42.35104447058824),Chinatown
"JIAN HUNG, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,110,15,  Edinboro ST,"(42.352007, -71.059912)",42.35200795,-71.0599122241116,POINT (-71.0599122241116 42.35200795),Chinatown
"LOPERA, INC.",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,69,127,  Maverick ST,"(42.370207, -71.039361)",42.370229125,-71.0393740625,POINT (-71.0393740625 42.370229125),East Boston
"PAGA, INC.",11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,420,100,  Warrenton ST,"(42.350776, -71.066229)",42.3506611,-71.0662113,POINT (-71.06621130000001 42.3506611),Downtown
"MARNICO, INC.",11/13/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,48,417,  Hanover ST,"(42.36564, -71.0527)",42.36636729999999,-71.05283490000001,POINT (-71.05283490000001 42.36636729999999),North End
"NINO INDICIANI, INDIVIDUAL",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,24,79,  Charles ST,"(42.35838, -71.07042)",42.3583849,-71.0704297,POINT (-71.07042970000001 42.3583849),Beacon Hill
"NO. 9 PARK, L.L.C.",11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,120,9,  Park ST,"(42.35762, -71.06279)",42.3576412,-71.0629056,POINT (-71.06290559999999 42.3576412),Downtown
"ARCUS GROUP, INC.",11/14/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,325,101, Arch St,"(0.0, 0.0)",42.35502990000001,-71.05927998233831,POINT (-71.05927998233831 42.35502990000001),Downtown
"Noodle Barn, Inc.",11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,58,707,  Centre ST,"(42.311433, -71.114661)",42.3114333,-71.1145883,POINT (-71.11458829999999 42.3114333),Jamaica Plain
PENA & NOVA CORP.,11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,67,2801,  Washington ST,"(42.321695, -71.092196)",42.2620157,-71.15640570000001,POINT (-71.15640570000001 42.2620157),West Roxbury
"O YA, LLC",11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc Restr,49,9,  East ST,"(42.35135, -71.05694)",42.35134145,-71.05691373695619,POINT (-71.05691373695619 42.35134145),Leather District
"CASWELL RESTAURANT GRUPPO, LLC",12/01/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,195,319,  A ST,"(0.0, 0.0)",42.34895775,-71.04897864910707,POINT (-71.04897864910707 42.34895775),South Boston Waterfront
"RHUBARB, INC.",11/19/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,70,3,  Harvard AV,"(0.0, 0.0)",42.355366573369324,-71.13284147660262,POINT (-71.13284147660262 42.35536657336932),Allston
"CMR PRIME, LLC",11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,343,140, Seaport Bl,"(0.0, 0.0)",42.3502036,-71.0427412,POINT (-71.04274119999999 42.3502036),South Boston Waterfront
"OISHII, INC.",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc Restr,90,1166,  Washington ST,"(42.34333, -71.06601)",42.27246104277457,-71.06887449462646,POINT (-71.06887449462646 42.27246104277457),Mattapan
"EMMANUEL GROUP, INC.",11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,54,297,  Chelsea ST,"(42.37699, -71.03023)",42.37698215,-71.03022810524901,POINT (-71.03022810524901 42.37698215),East Boston
"Shin, Inc.",01/12/2016 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc Restr,19,185, Harvard Av,"(0.0, 0.0)",42.26035171428571,-71.12264499999999,POINT (-71.12264499999999 42.26035171428571),Hyde Park
ORINOCO LLC,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,19,477,  Shawmut AV,"(42.338903, -71.075949)",42.33889175,-71.07588375,POINT (-71.07588375 42.33889175),South End
"COLUMBUS FISH AND OYSTER, LLC",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,323,1,  Charles Street South  ,"(0.0, 0.0)",42.3512787,-71.06737840000001,POINT (-71.06737840000001 42.3512787),Downtown
"GAINSBORO RESTAURANT, INC.",11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,286,52, Gainsborough St,"(42.34173, -71.08722)",42.34213957924624,-71.08735635468227,POINT (-71.08735635468227 42.34213957924624),Fenway
"P. F. CHANG'S CHINA BISTRO, INC.",11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,245,800,  Boylston ST,"(42.347296, -71.081457)",42.3471718,-71.08250628733232,POINT (-71.08250628733232 42.3471718),Back Bay
PLOY PHILIN CORPORATION,11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,82,1116, Boylston St,"(0.0, 0.0)",42.3467728,-71.0887742,POINT (-71.0887742 42.3467728),Fenway
"PAGLIUCA'S RESTAURANT, INC.",11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,68,14, Parmenter St,"(42.36375, -71.05496)",42.363783900855154,-71.05500785444757,POINT (-71.05500785444757 42.36378390085515),North End
"PAINTED BURRO TEMPLE, LLC",12/01/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,51,35, Temple Pl,"(0.0, 0.0)",42.3551144,-71.0620624,POINT (-71.0620624 42.3551144),Downtown
BAKED DAILY CORPORATION,11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,29,144,  Charles ST,"(42.35998, -71.071)",42.3599789,-71.0709685,POINT (-71.07096850000001 42.3599789),Beacon Hill
SJJ CORP.,11/13/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,45,326,  Hanover ST,"(42.364668, -71.05383)",42.36459961538462,-71.05377207692307,POINT (-71.05377207692307 42.36459961538462),North End
AHAWK INC.,11/20/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc Restr,49,251, Main St,"(0.0, 0.0)",42.377107875,-71.066724,POINT (-71.06672399999999 42.377107875),Charlestown
"PAPA RAZZI TRATTORIA OF NEWBURY, INC.",11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,198,157,  Newbury ST,"(42.35089, -71.07854)",42.3508765,-71.07859391765685,POINT (-71.07859391765685 42.3508765),Back Bay
"AQUA PAZZA, INC.",11/18/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,56,135, Richmond St,"(0.0, 0.0)",42.363255,-71.05409859999999,POINT (-71.05409859999999 42.363255),North End
"HCS, LLC",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,214,13,  West ST,"(42.35473, -71.06211)",42.38530034693877,-71.07382432653061,POINT (-71.07382432653061 42.38530034693877),Charlestown
"LEGENDARY RESTAURANT GROUP, LLC",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc Restr,240,283,  Summer ST,"(0.0, 0.0)",42.349777,-71.05002414780219,POINT (-71.05002414780219 42.349777),South Boston Waterfront
"OLD TRAFFORD, INC.",11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,999,967,  Commonwealth AV,"(42.352013, -71.119406)",42.351867600000006,-71.1194234,POINT (-71.1194234 42.35186760000001),Allston
"THE LADIES' LOUNGE, INC.",11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,86,750, Dudley St,"(0.0, 0.0)",42.317710999999996,-71.06639100000001,POINT (-71.06639100000001 42.317711),Dorchester
KHALED MOHEYDEEN,11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,19,230, Hanover St,"(0.0, 0.0)",42.3632331,-71.05525390000001,POINT (-71.05525390000001 42.3632331),North End
"PASTA BEACH ROWES WHARF, LLC",11/13/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,59,30,  Rowes Wharf  ,"(0.0, 0.0)",42.35644675,-71.05032374307919,POINT (-71.05032374307919 42.35644675),Downtown
"PASTORAL, LLC",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,180,345,  Congress ST,"(0.0, 0.0)",42.3507352,-71.0492839,POINT (-71.04928390000001 42.3507352),South Boston Waterfront
BEMA Restaurant Corporation,11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,480,138,  Brighton AV,"(42.352761, -71.13179)",42.352779999999996,-71.13140414285714,POINT (-71.13140414285714 42.35278),Allston
"MASSACHUSETTS SPORTSERVICE, INC.",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,98,100,  Legends WY,"(42.36629, -71.0622)",42.36628985,-71.06222575726521,POINT (-71.06222575726521 42.36628985),West End
"PEACH FARM, INC.",11/19/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,96,4,  Tyler ST,"(42.35115, -71.0604)",42.246772347826095,-71.12517834782608,POINT (-71.12517834782608 42.2467723478261),Hyde Park
"LIMERICK CO., INC. OF DORCHESTER",11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,221,1310,  Dorchester AV,"(42.30591, -71.0586)",42.30577814515882,-71.05873197856076,POINT (-71.05873197856076 42.30577814515882),Dorchester
"KUALA LUMPUR, INC.",12/02/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,114,685,  Washington ST,"(0.0, 0.0)",42.351376940733644,-71.06291657758591,POINT (-71.06291657758591 42.35137694073364),Downtown
"PHO AND I, INC.",11/18/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,87,267,  Huntington AV,"(42.342206, -71.086199)",42.268507899999996,-71.11841202367941,POINT (-71.11841202367941 42.2685079),Hyde Park
"PHO RESTAURANT, INC.",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,120,1370,  Dorchester AV,"(42.304043, -71.05896)",42.30396157142857,-71.05913028571429,POINT (-71.05913028571429 42.30396157142857),Dorchester
"PHO HOA RESTAURANT II, INC.",11/20/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,50,17,  Beach ST,"(0.0, 0.0)",42.30224994436092,-71.05507551049699,POINT (-71.05507551049699 42.30224994436092),Dorchester
"PHO LE, LLC",01/12/2015 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc Restr,99,1356,  Dorchester AV,"(42.3044, -71.058961)",42.30445957142857,-71.05901585714288,POINT (-71.05901585714288 42.30445957142857),Dorchester
"PASTEUR RESTAURANT II, INC.",11/15/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,86,682, Washington St,"(42.351393, -71.062629)",42.3514781,-71.0626786,POINT (-71.0626786 42.3514781),Chinatown
HUY HOANG CORP.,02/04/2015 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,60,223,  Adams ST,"(42.301468, -71.060031)",42.3015918,-71.05994709999997,POINT (-71.05994709999997 42.3015918),Dorchester
"WIKROM, INC.",11/14/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,40,1856, Centre St,"(0.0, 0.0)",42.2978789,-71.13028249999999,POINT (-71.13028249999999 42.2978789),Roslindale
"PRANZINI, INC.",03/31/2016 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,77,226,  Newbury ST,"(42.34971, -71.08124)",42.3497201,-71.081244,POINT (-71.081244 42.3497201),Back Bay
"B&T, LLC",11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,60,530,  Tremont ST,"(42.344517, -71.07018)",42.344563808894954,-71.07039392147341,POINT (-71.07039392147341 42.34456380889495),South End
"TOW PIER 6 RESTAURANT GROUP, LLC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,325,1, Eighth St,"(42.373172, -71.050092)",42.373067799999994,-71.04997840000001,POINT (-71.04997840000001 42.37306779999999),Charlestown
"PLEASANT, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,195,4511,  Washington ST,"(0.0, 0.0)",42.27879490863303,-71.13658030303836,POINT (-71.13658030303836 42.27879490863303),Roslindale
LISA DIPRIZIO,11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,99,981,  Bennington ST,"(42.386267, -71.007379)",42.385847013430656,-71.00882767505121,POINT (-71.00882767505121 42.38584701343066),East Boston
"North End Pomodoro of Boston, Inc.",11/08/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,22,204,  Hanover ST,"(42.362833, -71.055718)",42.3628225,-71.055628,POINT (-71.055628 42.3628225),North End
THE BLUES CORPORATION,11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,120,338,  Washington ST,"(42.348901, -71.152529)",42.348988,-71.15239720000001,POINT (-71.15239720000001 42.348988),Brighton
"LOFMUR, INC.",11/03/2015 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc Restr,35,1723, Centre St,"(0.0, 0.0)",42.2978789,-71.13028249999999,POINT (-71.13028249999999 42.2978789),Roslindale
"SB & G, INC.",11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,90,179, Portland St,"(0.0, 0.0)",42.36439935,-71.06156859344523,POINT (-71.06156859344523 42.36439935),West End
"PORTO BELLO, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,24,672,E Broadway ,"(42.3358, -71.03763)",42.335766250000006,-71.03764151082044,POINT (-71.03764151082044 42.33576625000001),South Boston
"CLARENDON RESTAURANT, LLC",11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,360,406, Stuart St,"(0.0, 0.0)",42.348879,-71.07405959999998,POINT (-71.07405959999998 42.348879),Back Bay
"PREZZA, INC.",11/19/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,98,24,  Fleet ST,"(42.36467, -71.05276)",42.36468795,-71.05272703176317,POINT (-71.05272703176317 42.36468795),North End
"PUEBLO VIEJO PUPUSERIA & MEXICAN GRILL II, INC.",11/12/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,60,309,  Bennington ST,"(42.378888, -71.027796)",42.379015777777774,-71.02763914814814,POINT (-71.02763914814814 42.37901577777777),East Boston
"GAGANDEEP, INC.",11/18/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,38,109,  Brighton AV,"(42.35302, -71.13052)",42.3527104090909,-71.13079295454546,POINT (-71.13079295454546 42.3527104090909),Allston
STEVE NEWMAN,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,146,444,  Huntington AV,"(0.0, 0.0)",42.2632654,-71.11445811290956,POINT (-71.11445811290956 42.2632654),Hyde Park
PUSHCART CAFE,11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,48,115,  Salem ST,"(42.364414, -71.055372)",42.364434,-71.055414,POINT (-71.055414 42.364434),North End
Qdoba Restaurant Corporation,11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,92,17,  Forsyth ST,"(42.340107, -71.091002)",42.34076360869565,-71.09100504347828,POINT (-71.09100504347828 42.34076360869565),Fenway
Qdoba Restaurant Corporation,11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc Restr,47,101, Causeway St,"(0.0, 0.0)",42.3648474,-71.06197970000001,POINT (-71.06197970000001 42.3648474),West End
"IL PANINO EXPRESS, INC.",11/18/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,48,264,  Hanover ST,"(42.363585, -71.054861)",42.363613,-71.054828,POINT (-71.054828 42.363613),North End
"RABIA'S, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,62,71,  Salem ST,"(42.363371, -71.055799)",42.363419,-71.055848,POINT (-71.055848 42.363419),North End
RED D. CORPORATION,11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,19,33,  North SQ,"(42.3635, -71.05386)",42.363648,-71.053733,POINT (-71.05373299999999 42.363648),North End
"SNP RESTAURANT GROUP, LLC",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,108,9,  Bowdoin ST,"(42.36102, -71.06319)",42.299457000000004,-71.073041,POINT (-71.073041 42.299457),Dorchester
"BIG NIGHT VENUES BOSTON 1, LLC",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,299,41,  Stanhope ST,"(0.0, 0.0)",42.348471,-71.07341315,POINT (-71.07341314999999 42.348471),Back Bay
