,BUSINESSNAME,ISSDTTM,EXPDTTM,LICCAT,LICCATDESC,CAPACITY,STNO,Address,Location,5,Final_Lat,Final_Long,geometry,neighborhood,ltype
95,"MARKETPLACE SALOON, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,92,294.0, Faneuil Hall Marketplace ,"(42.360036, -71.056253)",,42.360036,-71.056253,POINT (-71.056253 42.360036),Downtown,All Alc.
96,AMRHEIN'S INCORPORATED,11/20/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,220,80.0,W Broadway ST,"(0.0, 0.0)",,,,POINT (nan nan),South Boston,All Alc.
97,ANCHOVIES ACQUISITION LIMITED PARTNERSHIP,11/13/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,64,433.0,  Columbus AV,"(42.344027, -71.077869)","-71.077705,42.34392",42.344027,-71.077869,POINT (-71.07786900000001 42.344027),South End,All Alc.
98,"ANGELA'S CAFE GROUP, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,19,131.0,  Lexington ST,"(42.37853, -71.035)","-71.035095,42.378616",42.37853,-71.035,POINT (-71.035 42.37853),East Boston,Malt Wine Liq.
99,"ANGELA'S CAFE II, INC.",11/19/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,60,1012.0,  Bennington ST,"(42.387115, -71.006309)","-71.00632,42.386868",42.387115,-71.006309,POINT (-71.006309 42.387115),East Boston,Malt Wine Liq.
100,"ANH HONG RESTAURANT, LLC",11/15/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWR,CV7 Malt Wine Restrict.,95,291.0,  Adams ST,"(42.299183, -71.05818)","-71.05806,42.29926",42.299183,-71.05818,POINT (-71.05817999999999 42.299183),Dorchester,Malt Wine Restrict.
101,"FHM HOSPITALITY, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,336,100.0, Faneuil Hall Marketplace ,"(0.0, 0.0)",,,,POINT (nan nan),Downtown,All Alc.
102,"ANTHONY'S PIER FOUR, INC.",11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,1076,140.0,  Northern AV,"(42.35338, -71.04149)",,42.35338,-71.04149,POINT (-71.04149 42.35338),South Boston Waterfront,All Alc.
103,"ANTICO FORNO, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,98,93.0,  Salem ST,"(0.0, 0.0)","-71.0557,42.36381",42.36381,-71.0557,POINT (-71.0557 42.36381),North End,Malt Wine Liq.
104,"286  CAMBRIDGE STREET, INC.",03/28/2016 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,56,286.0,  Cambridge ST,"(0.0, 0.0)","-71.06817,42.36109",42.36109,-71.06817,POINT (-71.06816999999999 42.36109),Beacon Hill,All Alc.
105,"Anthony's Restaurant Group, LLC",06/30/2015 12:00:00 AM,12/31/2016 12:00:00 AM,CV7ALN,CV7ALN - Neighborhood Restricted,0,5.0,  Fairmount AV,"(42.25553, -71.121111)","-71.12094,42.255577",42.25553,-71.121111,POINT (-71.121111 42.25553),Hyde Park,Neighborhood Restricted - CV7ALN
106,APPLE NEW ENGLAND LLC,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,127,381.0, Chestnut Hill Av,"(42.335181, -71.151107)","-71.15067,42.335815",42.335181,-71.151107,POINT (-71.151107 42.335181),Brighton,All Alc.
107,APPLE NEW ENGLAND LLC,12/12/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,222,,  Allstate RD,"(42.326047, -71.063611)","-71.064606,42.32495",42.326047,-71.063611,POINT (-71.06361099999999 42.326047),Dorchester,All Alc.
108,"569 TREMONT, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,72,569.0,  Tremont ST,"(42.343801, -71.07235)","-71.07228,42.34363",42.343801,-71.07235,POINT (-71.07235 42.343801),South End,All Alc.
109,"ARIA TRATTORIA, LLC",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,48,253.0,  Hanover ST,"(0.0, 0.0)","-71.05494,42.363346",42.363346,-71.05494,POINT (-71.05494 42.363346),North End,Malt Wine Liq.
110,ARIANA RESTAURANT INCORPORATED,08/14/2015 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWR,CV7 Malt Wine Restrict.,48,384.0, Western Av,"(0.0, 0.0)","-71.13762,42.362877",42.362877,-71.13762,POINT (-71.13762 42.362877),Brighton,Malt Wine Restrict.
111,"DONAN, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,99,4.0,  Prince ST,"(42.36405, -71.05368)","-71.05359,42.36412",42.36405,-71.05368,POINT (-71.05368 42.36405),North End,All Alc.
112,"NANCY'S, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,19,89.0,  Charles ST,"(42.35859, -71.07049)","-71.0707,42.358624",42.35859,-71.07049,POINT (-71.07049000000001 42.35859),Beacon Hill,Malt Wine Liq.
113,"ASHMONT GRILL, LLC",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,120,555.0,  Talbot AV,"(42.286091, -71.064728)","-71.06474,42.286774",42.286091,-71.064728,POINT (-71.064728 42.286091),Dorchester,All Alc.
114,"ASIAN GARDEN, INC.",11/06/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,42,28.0,  Harrison AV,"(42.35195, -71.06103)","-71.06121,42.351955",42.35195,-71.06103,POINT (-71.06103 42.35195),Chinatown,Malt Wine
115,SPACESHIP PICNIC LLC,11/19/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,49,47.0,  Massachusetts AV,"(42.34982, -71.08927)","-71.08905,42.3499",42.34982,-71.08927,POINT (-71.08927 42.34982),Back Bay,Malt Wine Liq.
116,"FARAI, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWR,CV7 Malt Wine Restrict.,80,407.0, Washington St,"(0.0, 0.0)","-71.15533,42.34913",42.34913,-71.15533,POINT (-71.15533000000001 42.34913),Brighton,Malt Wine Restrict.
117,"ATLANTIC BEER GARDEN, INC.",11/20/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,228,146.0,  Northern AV,"(42.350933, -71.04298)","-71.04336,42.350735",42.350933,-71.04298,POINT (-71.04298 42.350933),South Boston Waterfront,All Alc.
118,"BBRG TR, LLC",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,195,761.0,  Boylston ST,"(42.34935, -71.08121)","-71.081085,42.349117",42.34935,-71.08121,POINT (-71.08121 42.34935),Back Bay,All Alc.
119,"THICKER THAN WATER, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,95,838.0,  Beacon ST,"(42.34741, -71.10321)","-71.10311,42.34723",42.34741,-71.10321,POINT (-71.10321 42.34741),Fenway,All Alc.
120,"GLENBEG, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,300,65.0,  Exeter ST,"(0.0, 0.0)","-71.07938,42.349186",42.349186,-71.07938,POINT (-71.07938 42.349186),Back Bay,All Alc.
121,550 TREMONT LLC,11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,38,550.0,  Tremont ST,"(42.343895, -71.071263)","-71.07154,42.343994",42.343895,-71.071263,POINT (-71.071263 42.343895),South End,Malt Wine Liq.
122,"BABBO ENOTECA FP, LLC",11/20/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,180,11.0, Fan Pier  Bl,"(0.0, 0.0)",,,,POINT (nan nan),South Boston Waterfront,All Alc.
123,"107 SALEM RESTAURANT, INC.",11/19/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,115,107.0,  Salem ST,"(42.36418, -71.05538)","-71.05554,42.364147",42.36418,-71.05538,POINT (-71.05538 42.36418),North End,All Alc.
124,"BB SOCIAL CLUB, LLC",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,272,867.0, Boylston St,"(0.0, 0.0)","-71.08314,42.34855",42.34855,-71.08314,POINT (-71.08314 42.34855),Back Bay,All Alc.
125,"BAMBOO, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,49,1616.0,  Commonwealth AV,"(42.343246, -71.142709)","-71.143074,42.34308",42.343246,-71.142709,POINT (-71.142709 42.343246),Brighton,Malt Wine
126,"PHANPHIT, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,19,433.0,  Washington ST,"(42.349345, -71.156794)","-71.15724,42.3491",42.349345,-71.156794,POINT (-71.156794 42.349345),Brighton,Malt Wine
127,BANGKOK CITY CORPORATION,11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,118,167.0,  Massachusetts AV,"(42.345998, -71.087473)","-71.08722,42.346172",42.345998,-71.087473,POINT (-71.087473 42.345998),Fenway,Malt Wine
128,"RRG, LLC",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,144,553.0, Tremont St,"(42.344321, -71.07184)","-71.07161,42.34397",42.344321,-71.07184,POINT (-71.07183999999999 42.344321),South End,All Alc.
129,"DARTCOM, LLC",11/12/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,124,154.0,  Commonwealth AV,"(42.351284, -71.078648)","-71.07792,42.351746",42.351284,-71.078648,POINT (-71.078648 42.351284),Back Bay,All Alc.
130,"BL RESTAURANT OPERATIONS, LLC",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,179,121.0,  Brookline AV,"(42.34575, -71.10049)","-71.10016,42.34564",42.34575,-71.10049,POINT (-71.10048999999999 42.34575),Fenway,All Alc.
131,"30 TRAVELER, LLC",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,0,360.0, Harrison Av,"(0.0, 0.0)","-71.063896,42.34474",42.34474,-71.063896,POINT (-71.063896 42.34474),South End,All Alc.
132,"BARCELONA SOUTH END, LLC",11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,172,525.0,  Tremont ST,"(42.344859, -71.070789)","-71.07054,42.344566",42.344859,-71.070789,POINT (-71.070789 42.344859),South End,All Alc.
133,VAN LIN CORP,11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,205,241.0,  A ST,"(42.346569, -71.051069)","-71.05116,42.346874",42.346569,-71.051069,POINT (-71.051069 42.346569),South Boston Waterfront,All Alc.
134,"ZESKER, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,170,99.0,  Broad ST,"(0.0, 0.0)","-71.05255,42.357433",42.357433,-71.05255,POINT (-71.05255 42.357433),Downtown,All Alc.
135,"CARDONA'S, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,62,299.0,  Havre ST,"(42.376526, -71.033798)","-71.03466,42.37598",42.376526,-71.033798,POINT (-71.033798 42.376526),East Boston,All Alc.
136,"BARRACUDA TAVERN, INC.",11/19/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,60,10.0,  Bosworth ST,"(42.356881, -71.060299)","-71.060265,42.357025",42.356881,-71.060299,POINT (-71.060299 42.356881),Downtown,Malt Wine Liq.
137,"BASEBALL TAVERN, INC.",11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,541,1270.0,  Boylston ST,"(42.344648, -71.096299)","-71.09635,42.34495",42.344648,-71.096299,POINT (-71.096299 42.344648),Fenway,All Alc.
138,BASHO FENWAY VENTURES LLC,11/15/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,194,1330.0, Boylston St,"(0.0, 0.0)","-71.09866,42.344337",42.344337,-71.09866,POINT (-71.09866 42.344337),Fenway,All Alc.
139,"49 MELCHER RESTAURANT GROUP, LLC",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,460,49.0,  Melcher ST,"(42.34942, -71.05037)","-71.05015,42.349518",42.34942,-71.05037,POINT (-71.05037 42.34942),South Boston Waterfront,All Alc.
140,"BATTERY PARK LOUNGE AND RESTAURANT GROUP, LLC",11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,159,33.0,  BATTERYMARCH ST,"(0.0, 0.0)","-71.05416,42.357582",42.357582,-71.05416,POINT (-71.05416 42.357582),Downtown,All Alc.
141,"BOSTON BEVERAGES SERVICES, INC.",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,INNAL,Inn. All Alc.,0,3.0,  Battery WH,"(0.0, 0.0)","-71.05261,42.36626",42.36626,-71.05261,POINT (-71.05261 42.36626),North End,All Alc.
142,"STATE ROOM, INC.",11/20/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,835,60.0,  State ST,"(42.35927, -71.05643)","-71.05668,42.35891",42.35927,-71.05643,POINT (-71.05643000000001 42.35927),Downtown,All Alc.
143,"MONDAY AFTERNOON, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,GOPAL,GOP All Alc.,268,149.0,  Charles ST,"(42.360479, -71.070569)","-71.070816,42.36002",42.360479,-71.070569,POINT (-71.07056900000001 42.360479),Beacon Hill,All Alc.
144,"BOSWORTH PLACE, INC.",11/19/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,249,100.0,  Tremont ST,"(42.357232, -71.060979)","-71.06108,42.357353",42.357232,-71.060979,POINT (-71.060979 42.357232),Downtown,All Alc.
145,"WHEELING'S BAR, LLC",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,360,541.0, Tremont St,"(0.0, 0.0)","-71.071236,42.344166",42.344166,-71.071236,POINT (-71.071236 42.344166),South End,All Alc.
146,SLESAR BROTHERS BREWING COMPANY,11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,595,112.0, Canal St,"(0.0, 0.0)","-71.06059,42.364944",42.364944,-71.06059,POINT (-71.06059 42.364944),West End,All Alc.
147,Bella Arianna LLC,11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,160,107.0,  South ST,"(42.351401, -71.05752)","-71.057304,42.35141",42.351401,-71.05752,POINT (-71.05752 42.351401),Leather District,All Alc.
148,OLD COLONIAL CORPORATION,11/14/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,496,45.0,  Union ST,"(42.3616, -71.05706)","-71.057076,42.36133",42.3616,-71.05706,POINT (-71.05706000000001 42.3616),Downtown,All Alc.
149,"BELLA LUNA RESTAURANT, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,200,284.0, Amory St,"(42.314637, -71.104489)","-71.104645,42.31477",42.314637,-71.104489,POINT (-71.104489 42.314637),Jamaica Plain,All Alc.
150,"111 SALEM GROUP, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,40,111.0,  Salem ST,"(0.0, 0.0)","-71.055534,42.364285",42.364285,-71.055534,POINT (-71.05553399999999 42.364285),North End,Malt Wine Liq.
151,BERTUCCI'S RESTAURANT CORP.,11/15/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,219,533.0,  Commonwealth AV,"(42.34923, -71.09661)","-71.09665,42.349",42.34923,-71.09661,POINT (-71.09661 42.34923),Fenway,All Alc.
152,BERTUCCI'S  RESTAURANT CORP.,11/19/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,219,683.0,  VFW PW,"(0.0, 0.0)",,,,POINT (nan nan),West Roxbury,All Alc.
153,BERTUCCI'S RESTAURANT CORP.,11/15/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,178,1.0,  Blackfan CI,"(42.338384, -71.104894)","-71.10518,42.33775",42.338384,-71.104894,POINT (-71.104894 42.338384),Longwood,Malt Wine Liq.
154,BERTUCCI'S RESTAURANT CORP.,11/15/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,210,22.0, Merchants Ro,"(0.0, 0.0)","-71.055824,42.36065",42.36065,-71.055824,POINT (-71.055824 42.36065),Downtown,Malt Wine Liq.
155,"UVM.,INC.",11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,57,141.0,  Pearl ST,"(0.0, 0.0)","-71.05372,42.354908",42.354908,-71.05372,POINT (-71.05372 42.354908),Downtown,All Alc.
156,"FUENTE CLEANING SERVICES, INC.",11/19/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,49,28.0, Bennington St,"(0.0, 0.0)","-71.03774,42.375324",42.375324,-71.03774,POINT (-71.03774 42.375324),East Boston,Malt Wine Liq.
157,"CONCORDE ENTERTAINMENT, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,907,9.0,  Lansdowne ST,"(42.347341, -71.095081)","-71.09502,42.34717",42.347341,-71.095081,POINT (-71.09508099999999 42.347341),Fenway,All Alc.
158,"CUISINE DE ASIA, INC.",11/12/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,90,240.0,  Commercial ST,"(0.0, 0.0)","-71.051346,42.363636",42.363636,-71.051346,POINT (-71.051346 42.363636),North End,All Alc.
159,"BEACON HILL HOSPITALITY GROUP, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,64,20.0,  Charles ST,"(42.35664, -71.06994)","-71.06977,42.356907",42.35664,-71.06994,POINT (-71.06994 42.35664),Beacon Hill,Malt Wine
160, ,02/05/2015 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,87,254.0, Bennington St,"(0.0, 0.0)","-71.02926,42.378376",42.378376,-71.02926,POINT (-71.02925999999999 42.378376),East Boston,Malt Wine Liq.
161,"BUDGIE'S BOY'S, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7ALR,CV7 All Alc. Restrict.,118,,  Birch ST,"(0.0, 0.0)","-71.13001,42.287037",42.287037,-71.13001,POINT (-71.13001 42.287037),Roslindale,All Alc.
162,"HM BOSTON, LLC",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,208,272.0,  Boylston ST,"(42.351859, -71.069669)","-71.069725,42.352043",42.351859,-71.069669,POINT (-71.069669 42.351859),Downtown,All Alc.
163,"THE BLACK ROSE, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,413,160.0, State St,"(0.0, 0.0)","-71.053856,42.35932",42.35932,-71.053856,POINT (-71.053856 42.35932),Downtown,All Alc.
164,CHELSEA CITY SQUARE CORP.,11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,214,1.0,  Chelsea ST,"(42.3712, -71.061707)","-71.06027,42.37223",42.3712,-71.061707,POINT (-71.061707 42.3712),Charlestown,All Alc.
165,"J & K BLASI, INC.",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,100,762.0, Adams St,"(0.0, 0.0)","-71.05557,42.283875",42.283875,-71.05557,POINT (-71.05557 42.283875),Dorchester,Malt Wine Liq.
166,"BLEACHER BAR, LLC",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,198,, Lansdowne St,"(0.0, 0.0)","-71.09473,42.34717",42.34717,-71.09473,POINT (-71.09473 42.34717),Fenway,All Alc.
167,"EQUINOX SC BOSTON, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,168,4.0, Avery St,"(42.35307, -71.06292)","-71.06283,42.353275",42.35307,-71.06292,POINT (-71.06292000000001 42.35307),Downtown,All Alc.
168,"WATER DRAGON, LLC",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,99,324.0, A St,"(42.349391, -71.049735)","-71.04933,42.349243",42.349391,-71.049735,POINT (-71.049735 42.349391),South Boston Waterfront,All Alc.
169,MARATHON FOOD LLC,11/13/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,26,389.0, Centre St,"(0.0, 0.0)",,,,POINT (nan nan),Jamiaca Plain,Malt Wine
170,ARGUETAS CORPORATION,11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,31,30.0,  Bennington ST,"(42.37539, -71.038018)","-71.03768,42.375347",42.37539,-71.038018,POINT (-71.03801799999999 42.37539),East Boston,Malt Wine Liq.
171, ,01/20/2016 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWN,CV7MWN - Neighborhood Restricted,58,1138.0,  Blue Hill AV,"(42.285777, -71.09125)","-71.09097,42.285347",42.285777,-71.09125,POINT (-71.09125 42.285777),Dorchester,Neighborhood Restricted - CV7MWN
172,BOSTON & MAINE FISH COMPANY,11/13/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,23,200.0,  Faneuil Hall Marketplace  ,"(42.360199, -71.054798)",,42.360199,-71.054798,POINT (-71.05479800000001 42.360199),Downtown,Malt Wine
173,"CAFE JAFFA, INC.",11/06/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,56,48.0,  Gloucester ST,"(42.348681, -71.084102)","-71.08392,42.348732",42.348681,-71.084102,POINT (-71.084102 42.348681),Back Bay,Malt Wine
174,"BOSTON ATHLETIC CLUB, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,101,653.0,  Summer ST,"(42.33981, -71.04354)","-71.03561,42.341167",42.33981,-71.04354,POINT (-71.04353999999999 42.33981),South Boston Waterfront,All Alc.
175,"SLESAR BROS. BREWING COMPANY, INC.",11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,420,61.0,  Brookline AV,"(42.347163, -71.099081)","-71.0987,42.347065",42.347163,-71.099081,POINT (-71.099081 42.347163),Fenway,All Alc.
176,"FIRST BOSTON TEN PIN, INC.",12/11/2014 12:00:00 AM,12/31/2016 12:00:00 AM,CV7ALN,CV7ALN - Neighborhood Restricted,250,820.0,  William T Morrissey BLVD,"(42.29388, -71.04627)","-71.047264,42.29433",42.29388,-71.04627,POINT (-71.04627000000001 42.29388),Dorchester,Neighborhood Restricted - CV7ALN
177,BEANTOWN BURGER COMPANY,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,52,1100.0,  Boylston ST,"(42.346842, -71.088506)","-71.08888,42.34699",42.346842,-71.088506,POINT (-71.088506 42.346842),Fenway,Malt Wine
178,"BOSTON URBAN HOSPITALITY, INC.",11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,181,1375.0, Washington St,"(0.0, 0.0)","-71.0696,42.341373",42.341373,-71.0696,POINT (-71.06959999999999 42.341373),South End,All Alc.
179,"THE CLUB AT BOSTON COLLEGE, INC.",11/07/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,361,100.0,  Federal ST,"(42.35477, -71.05613)","-71.056305,42.35475",42.35477,-71.05613,POINT (-71.05613 42.35477),Downtown,All Alc.
180,ROWES WHARF LIMITED PARTNERSHIP,11/20/2013 12:00:00 AM,12/31/2016 12:00:00 AM,INNAL,Inn. All Alc.,0,70.0, Rowes Wh,"(0.0, 0.0)",,,,POINT (nan nan),Downtown,All Alc.
181,"MARRIOTT HOTEL SERVICES, INC.",11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,INNAL,Inn. All Alc.,0,110.0, Huntington Av,"(42.347082, -71.078373)","-71.07954,42.34696",42.347082,-71.078373,POINT (-71.078373 42.347082),Back Bay,All Alc.
182,MUSEUM OF SCIENCE,11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,3957,1.0, Science Pk,"(0.0, 0.0)","-71.07049,42.36766",42.36766,-71.07049,POINT (-71.07049000000001 42.36766),West End,All Alc.
183,"BOSTON CULINARY GROUP, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,2677,539.0,  Washington ST,"(42.353999, -71.06237)","-71.06229,42.353756",42.353999,-71.06237,POINT (-71.06237 42.353999),Downtown,All Alc.
184,IRENE NGUYEN,03/25/2014 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,140,1221.0,  Dorchester AV,"(42.30906, -71.05839)","-71.05834,42.30797",42.30906,-71.05839,POINT (-71.05839 42.30906),Dorchester,Malt Wine
185,BOSTON PALM CORPORATION,11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,292,1.0,  International PL,"(0.0, 0.0)",,,,POINT (nan nan),Downtown,All Alc.
186,"BOSTON 1927 LESSEE, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,INNAL,Inn. All Alc.,0,30.0, Providence St,"(0.0, 0.0)","-71.12188,42.26904",42.26904,-71.12188,POINT (-71.12188 42.26904),Hyde Park,All Alc.
187,"KUN JIN KIM, INDIVIDUAL",11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,98,827.0,  Boylston ST,"(42.34897, -71.08257)","-71.08243,42.34874",42.34897,-71.08257,POINT (-71.08257 42.34897),Back Bay,All Alc.
188,"BOSTON STREET, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,84,224.0,  Boston ST,"(42.322272, -71.060848)","-71.06112,42.32212",42.322272,-71.060848,POINT (-71.06084799999999 42.322272),Dorchester,All Alc.
189,"BOSTON TEA PARTY SHIP, INC",11/14/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,499,306.0,  Congress ST,"(0.0, 0.0)","-71.05019,42.35147",42.35147,-71.05019,POINT (-71.05019 42.35147),South Boston Waterfront,All Alc.
190,B.T.U.H.W.F. SERVICE CORPORATION,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,1031,180.0,  Mount Vernon ST,"(42.322135, -71.046901)","-71.054634,42.321632",42.322135,-71.046901,POINT (-71.04690100000001 42.322135),Dorchester,All Alc.
