BUSINESSNAME,ISSDTTM,EXPDTTM,LICCAT,LICCATDESC,CAPACITY,STNO,Address,Location,Lat,Long
"443 BROADWAY, LLC",11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,360,439,W Broadway ,"(42.33615, -71.04718)",42.33629283242488,-71.04712786600638
"READVILLE TAVERN, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,85,11,  Wolcott CT,"(42.237865, -71.131859)",42.23779331280408,-71.13173357561563
"CARLO'S CUCINA ITALIANA, INC.",11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,48,131,  Brighton AV,"(42.353088, -71.131159)",42.352815,-71.13171264285714
"SCHIAFFO, INC.",11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,38,307,  Hanover ST,"(42.36388, -71.05416)",42.3640518,-71.0540612
"CROKE PARK, INC.",11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,67,268,W Broadway ,"(42.339275, -71.051191)",42.339219373129076,-71.05128604075766
"JACKEENS, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,358,11,  Beacon ST,"(42.35838, -71.06178)",42.3583818,-71.061713
"DU FOURS, INC.",11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,104,30,  Gloucester ST,"(42.349444, -71.084498)",42.3494382,-71.0845647
711 CENTRE LLC,11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,58,711,  Centre ST,"(42.311378, -71.114669)",42.3113581,-71.1146111
"WEST END DINING, LLC",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,199,65,  Causeway ST,"(42.364444, -71.062676)",42.36457585714286,-71.06269885714286
"PARK AVENUE GROUP, INC.",11/18/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,157,1406,  Hyde Park AV,"(42.25062, -71.12573)",42.2505609,-71.1258643
"OZNEMOC, INC.",11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,394,12,  Lagrange ST,"(42.351434, -71.063278)",42.273314606054534,-71.14418316447865
"O&M PARTNERS, LLC",11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,96,1664, Dorchester Av,"(42.293958, -71.06222)",42.2934803867454,-71.06202990844388
"FACILITY CONCESSION SERVICES, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,871,74,  Warrenton ST,"(42.34996, -71.06617)",42.349764621541766,-71.06633440021479
CHARLESMARK HOTEL LLC,11/15/2013 12:00:00 AM,12/31/2016 12:00:00 AM,INNAL,Inn. All Alc.,0,655,  Boylston ST,"(42.35004, -71.07857)",42.3499981,-71.0785679
"CHAU CHOW CITY, INC.",11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,552,81,  Essex ST,"(42.35241, -71.06026)",42.37951370193645,-71.07037552964022
NEW TIMES GROUP CORPORATION,11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,40,30,  Massachusetts AV,"(42.35037, -71.08902)",42.3504266,-71.0890446
"HAPPY DUCK, INC.",11/19/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,78,829,  Boylston ST,"(42.34894, -71.08267)",42.348913,-71.0826427
"MW & W, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,645,9,  Tyler ST,"(42.351085, -71.060788)",42.3510259,-71.0607541
"CORREIA, INC.",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,80,257,  Norfolk AV,"(42.323726, -71.068078)",42.324661,-71.068895
"SOUTH END JOINT VENTURE III (SEJV III), GENERAL PARTNERSHIP",11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7ALR,CV7 All Alc. Restrict.,300,490,  Harrison AV,"(42.342141, -71.065789)",42.34218,-71.06584433333333
"CITY TAP HOUSE FORT POINT, LLC",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,0,22,  Boston Wharf RD,"(42.35045, -71.046974)",42.35043815,-71.04698594908186
MCBOIS LIMITED,12/01/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,40,278,  Shawmut AV,"(42.342938, -71.06889)",42.34301969230769,-71.0689276923077
"A.T.G., INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,349,331,  Columbus AV,"(42.346243, -71.0752)",42.3460947027027,-71.07514018918918
"Clover Fast Food, Inc.",11/20/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,0,27, School St,"(42.35772, -71.05907)",42.357701,-71.0591519
BHC CORPORATION GENERAL PARTNER,11/14/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,433,209,  Columbus AV,"(42.348549, -71.07237)",42.34860125,-71.07234395
"BAYSIDE CLUB HOTEL, LLC",11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,INNAL,Inn. All Alc.,0,240,  Mount Vernon ST,"(42.319024, -71.045007)",42.320151100000004,-71.04783302538733
"COLUMBUS PARTNERS, INC.",11/08/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,70,329,  Columbus AV,"(42.34632, -71.075098)",42.34612705405405,-71.07509978378378
"1844, INC.",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,26,1844,  Centre ST,"(42.28632, -71.154101)",42.2978789,-71.1302825
"BKW PARTNERS, INC.",11/19/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,123,329,  Huntington AV,"(42.340923, -71.08819)",42.266642749999995,-71.1168025
"ONE HUNDRED SEVENTY THREE MILK ST.,INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,203,171,  Milk ST,"(42.35827, -71.0533)",42.3583073,-71.053295
"CPF COPLEY LESSEE, LLC",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,INNAL,Inn. All Alc.,0,47, Huntington Av,"(42.348314, -71.078667)",42.3483514,-71.0787289
"CORNER CAFE, INC..",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,32,87,  Prince ST,"(42.36561, -71.05597)",42.3123089,-71.12119139524674
"CONEY ISLAND BAR, INC.",11/18/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,180,396,  Market ST,"(42.3499, -71.15277)",42.34995,-71.152902
"LAGRANGE LOUNGE AND RESTAURANT, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,250,2022,  Centre ST,"(42.280802, -71.157911)",42.28116414461903,-71.1580060440617
"COSTELLO'S TAVERN, INC.",11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,150,717,  Centre ST,"(42.31124, -71.11473)",42.31128185,-71.11476158511257
JOHNNY BOY'S INC.,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,48,1227, Hyde Park Av,"(42.257202, -71.124063)",42.256888762404124,-71.123980797906
COURTYARD MANAGEMENT CORPORATION,11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,INNAL,Inn. All Alc.,0,275,  Tremont ST,"(42.350032, -71.065531)",42.354577899999995,-71.179390975
HIREN BOSTON LLC,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,INNAL,Inn. All Alc.,0,33,W Howell ST,"(42.325418, -71.058409)",42.325591851360926,-71.05967910832781
"MJ BACK BAY, LLC",11/15/2013 12:00:00 AM,12/31/2016 12:00:00 AM,INNMW,Innholder Malt & Wine,0,88,  Exeter ST,"(42.3486, -71.078818)",42.3485942,-71.0788563
"TURNAROUND SUSHI, INC.",12/01/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,108,75,  Kneeland ST,"(42.350178, -71.06061)",42.3502446,-71.060791
Bobby Charlton LLC,11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,196,495,  Beacon ST,"(42.350586, -71.08976)",42.3504821,-71.08973245284932
CRUDO NORTH END LLC,11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,76,78,  Salem ST,"(42.36369, -71.05591)",42.377501333333335,-71.066486875
Russian Benevolent society,11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,440,14,  Linden ST,"(42.35537, -71.13028)",42.3555998,-71.1307446
"PAIGE HOSPITALITY, INC.",11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,382,246,  Tremont ST,"(42.350688, -71.064668)",42.3507175,-71.0646947
EIGHT REGIONS LLC,11/20/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,101,162,  Columbus AV,"(42.349256, -71.070608)",42.34957267346939,-71.07043314285714
"DARRYLS'S CORNER BAR & KITCHEN, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,108,604,  Columbus AV,"(42.33975, -71.082398)",42.3398422,-71.0824905
"75 ARLINGTON STREET, INC.",11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,234,75,  Arlington ST,"(42.35068, -71.07036)",42.3504901,-71.07036171528705
BRIGHTON R.I CORPORATION,11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,168,1234,  Soldiers Field RD,"(42.3637, -71.13638)",42.3641236,-71.1365224
"DEEP ELLUM, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,148,477,  Cambridge ST,"(42.353902, -71.13703)",42.3539041,-71.1370766
COLUMBUS MANAGING CORP.,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,49,754,  South ST,"(42.28702, -71.12948)",42.287009791724095,-71.1293300076038
"South Street Group, Inc.",02/20/2015 12:00:00 AM,12/31/2016 12:00:00 AM,CV7ALN,CV7ALN - Neighborhood Restricted,0,753,  South ST,"(42.287196, -71.129241)",42.28800425074107,-71.13090704781409
DEV CORP.,11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,120,332,  Washington ST,"(42.348878, -71.152342)",42.3488821,-71.15233004550491
"EFTSROT, LLC",11/20/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,72,23,  Tyler ST,"(42.350724, -71.060979)",42.246233700000005,-71.12499364722146
"DICK'S LAST RESORT OF BOSTON,LLC",11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,138,100,  Faneuil Hall SQ,"(42.360131, -71.054954)",42.3601809,-71.056504
955 LLC,11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,264,951,  Boylston ST,"(42.348051, -71.085767)",42.348090586206894,-71.08515086206897
COBBAGE RESTAURANT CORP.,12/02/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,18,141,  Salem ST,"(42.365059, -71.055378)",42.36511,-71.055345
"SS INVESTMENTS, INC.",11/14/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,49,222,  Newbury ST,"(42.34975, -71.08108)",42.3497522,-71.0810802
"DONATO & GIANNI, LLC",11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,116,326,  Commercial ST,"(42.3654, -71.05142)",42.36533323076923,-71.0512136923077
"AC NEP, LLC",11/14/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,264,367,  Neponset AV,"(42.2867, -71.04513)",42.286999476395,-71.04568989517531
"Pavan Restaurant Group, Inc.",11/13/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,49,316, Newbury St,"(42.34862, -71.085413)",42.3486116,-71.0854119
"DOT TAVERN, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,99,840,  Dorchester AV,"(42.322159, -71.056601)",42.32214525,-71.05659537498019
"OCEAN TREASURE, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,127,84,  Harrison AV,"(42.350806, -71.061206)",42.33461717346939,-71.07523198979592
BEAU GESTE XXV LLC,11/12/2013 12:00:00 AM,12/31/2016 12:00:00 AM,INNAL,Inn. All Alc.,0,400,  Soldiers Field RD,"(42.36002, -71.11832)",42.3602992,-71.11815850541063
"SPELLBURKE, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,265,3484,  Washington ST,"(42.30644, -71.10723)",42.3065707,-71.1072478
"RENDON FOODS, INC.",11/06/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,56,182,  Sumner ST,"(42.369371, -71.040322)",42.369256,-71.040392
"ROSSMORE CAFE, INC.",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,86,3520,  Washington ST,"(42.305511, -71.108121)",42.30573388888889,-71.10807755555555
"DUMPLING GOURMET, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,56,52,  Beach ST,"(42.35152, -71.06065)",42.3514972,-71.06056
SOMERS FIVE CORP.,11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,46,108,  Blackstone ST,"(42.361696, -71.056576)",42.3616934,-71.0565718
"REBECCA'S CAFÉ, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,400,212, Northern Av,"(42.350415, -71.038224)",42.3518965,-71.0374264
"TKL,INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,156,25,  Beach ST,"(42.351311, -71.06182)",42.302156525996566,-71.05511494032612
"ESHL, LLC",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,398,528,  Commonwealth AV,"(42.348498, -71.09622)",42.3485601,-71.0961765
SAINT DECLAN CORPORATION,11/20/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,249,1883,  Centre ST,"(42.28595, -71.15582)",42.28592875,-71.15584125658722
"EATALY BOSTON, LLC",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,0,800,  Boylston ST,"(42.34716, -71.08251)",42.3471718,-71.08250628733232
"CONTILLI'S, INC.",11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,92,34,  Maverick SQ,"(42.369961, -71.039351)",42.3699196,-71.0392831
SIRAJ CORPORATION,11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,45,474,  Shawmut AV,"(42.338556, -71.075908)",42.338585,-71.07600716666667
EC RESTAURANTS (BOSTON) CORP.,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,290,161,  Devonshire ST,"(42.356286, -71.0575)",42.3562108,-71.0575678664855
"ELIOT HOTEL, INC.",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,INNAL,Inn. All Alc.,0,370,  Commonwealth AV,"(42.34859, -71.08869)",42.34867,-71.0886532
"AIMBRIDGE HOSPITALITY, LLC",11/19/2013 12:00:00 AM,12/31/2016 12:00:00 AM,INNAL,Inn. All Alc.,0,207, Porter St,"(42.370435, -71.031732)",42.3701473,-71.03183278759124
EMERSON COLLEGE,10/01/2013 12:00:00 AM,12/31/2016 12:00:00 AM,GOPMWL,GOP Malt Wine Liq.,1157,219,  Tremont ST,"(42.35157, -71.06502)",42.3515489,-71.06510392722366
"EQUATOR, INC.",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,49,1721,  Washington ST,"(42.337071, -71.076601)",42.2620157,-71.1564057
"LIBELLULA, LLC",11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWLR,CV7 Malt Wine Liq. Restrict.,185,69,  Church ST,"(42.35015, -71.06839)",42.24981596153847,-71.13387138461538
"GAMBROS, INC.",11/15/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,40,69,  Salem ST,"(42.36335, -71.05584)",42.3633795,-71.0559078
"CENTER HOUSE OF PIZZA, INC.",11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,44,344,  Washington ST,"(42.348864, -71.152918)",42.299519,-71.073659
"BIG TIME BOSTON FOOD, INC.",07/29/2015 12:00:00 AM,12/31/2016 12:00:00 AM,CV7ALN,CV7ALN - Neighborhood Restricted,108,700,  Harrison AV,"(42.338319, -71.070696)",42.338636,-71.070395
"CILL DARA, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,81,3700,  Washington ST,"(42.30053, -71.112809)",42.3005521,-71.1128599
Buckminster Restaurant Group LLC,11/20/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,90,645,  Beacon ST,"(42.348363, -71.097697)",42.34836865,-71.09774694105823
"OLIVES, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,42,42,  Charles ST,"(42.357234, -71.070195)",42.3572305,-71.0701821
"OLIVES, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,59,67,  Main ST,"(42.373647, -71.06239)",42.3736375,-71.062397
"VIA VENETO RESTAURANT, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,272,283,  Causeway ST,"(42.366963, -71.05818)",42.366975,-71.058327
FINS SUSHI & GRILL,11/15/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,78,354,  Chestnut Hill AV,"(42.33691, -71.15157)",42.3368637,-71.1516502
"Bento Express, Inc.",07/13/2015 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWR,CV7 Malt Wine Restrict.,45,62,  Boylston ST,"(42.35199, -71.06439)",42.3522389,-71.0644358
"OMEGA SUSHI, INC.",11/18/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,60,236,  Cambridge ST,"(42.360991, -71.066822)",42.360974999999996,-71.06682341691774
"ROUND GRILLE SERVICES, INC.",11/15/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,375,31,  Saint James AV,"(42.351109, -71.07458)",42.3509401,-71.0717712
"JNK, INC.",11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,19,170,  Brighton AV,"(42.352902, -71.132981)",42.35288880469563,-71.13231554916752
"LLOB ASSOCIATES, LLC",11/08/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,74,533,  Columbus AV,"(42.34186, -71.08059)",42.34174866666667,-71.080506
"Lucky Five Restaruant, Inc.",11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,78,58,  Beach ST,"(42.35148, -71.06045)",42.3012178,-71.05484010581738
"FLAMES RESTAURANT II, INC.",11/19/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWR,CV7 Malt Wine Restrict.,40,746,  Huntington AV,"(42.33363, -71.10549)",42.333938184558946,-71.10550655048
"KITTY O'SHEA'S, INC.",11/19/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,90,1619,  Tremont ST,"(42.333842, -71.103341)",42.333789,-71.10341
"THE FLORIAN ASSOCIATES, INC.",11/14/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,689,55,  Hallet ST,"(42.282376, -71.047658)",42.28240395,-71.0476333651287
"BNV 4, INC.",11/19/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,312,755,  Boylston ST,"(42.34938, -71.0811)",42.3493339,-71.0810065
"FOUR SEASONS OF MASSACHUSETTS, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,INNAL,Inn. All Alc.,0,200,  Boylston ST,"(42.35221, -71.06809)",42.35204985,-71.06813602937328
"BOSTON FOUR WINDS, INC.",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,160,266,  Commercial ST,"(42.36432, -71.05135)",42.364306150000004,-71.05135213672727
"VILLA FRANCESCA'S, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,129,150,  Richmond ST,"(42.363348, -71.054559)",42.363313600000005,-71.054464
"SOUTH END BERKELEY, LLC",11/15/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,239,560,  Harrison AV,"(42.34081, -71.06744)",42.3409422,-71.0673326
BIG NIGHT VENUES BOSTON 3 LLC,11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,244,44, Province St,"(42.356871, -71.059919)",42.3567935,-71.0600308
"5 NORTH SQUARE, INC.",11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,103,5,  North SQ,"(42.36399, -71.05357)",42.3640061,-71.0535524
COLUMBUS CORPORATION,11/13/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,39,431,  Columbus AV,"(42.344074, -71.077812)",42.3441327,-71.0774061
"NEW HOUSE OF TOY, INC.",11/15/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,110,14, Hudson St,"(42.350621, -71.059908)",42.35069045454546,-71.059955
"CANTONA, INC.",11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,122,565,  Boylston ST,"(42.350654, -71.076368)",42.3506128,-71.0763406
TRIPLE EIGHT MANAGEMENT CORP.,11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,300,20, Hudson St,"(42.350406, -71.059976)",42.3504062,-71.05996653519512
"BUCCINO INVESTMENTS, LLC",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,176,28, Kingston St,"(42.35344, -71.05904)",42.3533994,-71.0591955
"KLK3, INC.",11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,19,605,  Centre ST,"(42.31478, -71.114279)",42.2978789,-71.1302825
"KKCB, LLC",03/17/2016 12:00:00 AM,12/31/2016 12:00:00 AM,CV7ALN,CV7ALN - Neighborhood Restricted,70,3698,  Washington ST,"(42.300583, -71.112757)",42.3006111,-71.1128068
"MONTGOMERY, INC.",11/19/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,240,1222,  Commonwealth AV,"(42.350727, -71.13097)",42.35017893870221,-71.13052005478087
"JOHN J. SOMERS CO.,INC.",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,149,11,  Marshall ST,"(42.361469, -71.056839)",42.3615079,-71.0568617
"SARKIS, INC.",03/14/2014 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWLR,CV7 Malt Wine Liq. Restrict.,48,705,  Massachusetts AV,"(42.33487, -71.07545)",42.335765015625,-71.0758537890625
"GROTTO, INC.",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,47,37,  Bowdoin ST,"(42.35991, -71.063085)",42.3599168,-71.0630117
"GUIRA & TAMBORA, LLC",11/15/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,49,4014,  Washington ST,"(42.291827, -71.122157)",42.291846500000005,-71.1221408284091
"HARD ROCK CAFE INTERNATIONAL (STP), INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,680,20,  Clinton ST,"(42.360961, -71.054946)",42.36077388711886,-71.05534748676453
"142 Berkeley, LLC",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,153,142,  Berkeley ST,"(42.348822, -71.072098)",42.3489076,-71.0721378
HARU PRUDENTIAL CORP.,11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,195,800,  Boylston ST,"(42.347296, -71.081457)",42.3471718,-71.08250628733232
"BEACON FINE DINING, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,190,310,  Cambridge ST,"(42.36093, -71.06901)",42.3609461,-71.06893574012604
"88 BEACH, LLC",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,625,88,  Beach ST,"(42.351328, -71.059821)",42.3510607,-71.0588241
"SOMERS BOSTON RESTAURANTS, INC.",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,582,25,  Union ST,"(42.361014, -71.056731)",42.345170206226,-71.14832687182889
"HILL COUNTRY BOSTON, LLC",11/18/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,0,374, Congress St,"(42.34993, -71.04741)",42.3500535,-71.04733567853867
"HILLSTONE RESTAURANT GROUP, INC.",11/19/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,206,60,  State ST,"(42.35927, -71.05643)",42.35922935,-71.05642886016267
REMINGTON BOSTON EMPLOYERS LLC,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,INNAL,Inn. All Alc.,0,40,  Dalton ST,"(42.34645, -71.08526)",42.346413600000005,-71.0851371719761
"DIAMONDROCK BOSTON BROAD STREET TENANT, LLC",11/19/2013 12:00:00 AM,12/31/2016 12:00:00 AM,INNAL,Inn. All Alc.,0,89,  Broad ST,"(42.35744, -71.05316)",42.3573334,-71.05319195748316
SAGARMATHA CORPORATION,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWR,CV7 Malt Wine Restrict.,49,1735,  Centre ST,"(42.287467, -71.149812)",42.2978789,-71.1302825
"HOJOKO, LLC",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,INNAL,Inn. All Alc.,0,1271, Boylston St,"(42.345316, -71.096927)",42.3453384,-71.09677978424415
"HOME RUN CAFE, INC.",11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,88,1269,  Massachusetts AV,"(42.32146, -71.06264)",42.3215048,-71.0626138574059
